Sr No,Date (dd/mm/yyyy),Startup Name,Industry Vertical,City  Location,Investors Name,Investment Type,  Amount in USD  ,Remarks
252,26/06/2018,Paytm,Technology,Noida,One 97 Communications,Private Equity,8950000.00,nan
253,26/06/2018,Sigtuple,Healthcare,Bengaluru,Accel Partners IDG Venture Endiya Partners pi Ventures VH Capital Axilor Ventures and Binny Bansal,Private Equity,19000000.00,nan
254,27/06/2018,Wow Express,Technology,Mumbai,0 Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.00,nan
255,28/06/2018,Front Desk AI,Technology,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000.00,nan
256,28/06/2018,Edureka,Ed-Tech,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000.00,nan
257,29/06/2018,Numeroseven,Technology,Kolkata,Shiva Gunapu & Others,Seed/ Angel Funding,0.00,
258,2/5/2018,OpenTap,Finance,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.00,nan
259,2/5/2018,Bizongo,Consumer Internet,Mumbai,B Capital International Finance Corporation (IFC) Accel Partners and IDG Ventures,Private Equity,22000000.00,nan
260,3/5/2018,Disprz,IT,Chennai,IL&FS Private Equity Kae Capital & Others,Seed / Angel Funding,2500000.00,nan
261,7/5/2018,PaisaDukan,Consumer Internet,Mumbai,N/A,Seed / Angel Funding,225000.00,nan
262,9/5/2018,i3sysytems,Technology,Mumbai,Unitus Ventures Behram Vakil and Jerxis Vandrevala,Seed / Angel Funding,1000000.00,nan
263,11/5/2018,Earth Food,Consumer Internet,Pune,Rairah Corporation,Seed / Angel Funding,949000.00,nan
264,14/05/2018,Nykaa,Consumer Internet,Mumbai,Sunil Munjal Harsh Mariwala Dalip Pathak and Others,Private Equity,24000000.00,nan
265,16/05/2018,mfine,Healthcare,Bengaluru,Prime Venture Partners Stellaris Venture Partners and Mayur Abhaya Srisrimal,Private Equity,4200000.00,nan
266,21/05/2018,Rocketium,Technology,Bengaluru,Blume ventures,Seed/ Angel Funding,300000.00,nan
267,21/05/2018,MilkBasket,Technology,Gurgaon,Kalaari Capital Unilever Ventures and Blume Ventures,Private Equity,7000000.00,nan
268,22/05/2018,Vola,Finance,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,500000.00,nan
269,22/05/2018,Cashkumar,Consumer Internet,Bengaluru,LetsVenture,Seed/ Angel Funding,735000.00,nan
270,23/05/2018,Edyoo,Ecommerce,Bengaluru,RS Shanbag,Seed/ Angel Funding,735000.00,nan
271,23/05/2018,Aashiyaan,Finance,Kolkata,Insistor Oikocredit,Seed/ Angel Funding,2000000.00,nan
272,24/05/2018,Smartivity,Ed-tech,New Delhi,Ashish Kacholi S Chand Group,Seed/ Angel Funding,2000000.00,nan
273,24/05/2018,Bonphulapl,Clean-tech,New Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,293000.00,nan
274,27/05/2018,Acko,Consumer Internet,Mumbai,Amazon Ashish Dhawan Catamaran Ventures NR Narayana Murthy.,Seed/ Angel Funding,12000000.00,nan
275,28/05/2018,HWell24,Healthcare,Mumbai,Prashant Mehta Mitali Pawar Nikhil G and Bhavesh P R Ranganathan ONCOTRUST and Medintel Services Pvt. Ltd,Seed/ Angel Funding,200000.00,nan
276,29/05/2018,Toffee,Consumer Internet,Gurgaon,Kalaari Capital Omidyar Network and Accion Venture Labs,Seed/ Angel Funding,1500000.00,nan
277,29/05/2018,Tonetag,Technology,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8000000.00,nan
278,30/05/2018,Events High,Consumer Internet,Bengaluru,Treebo,Private Equity,0.00,
279,30/05/2018,Stellaps,Technology,Bengaluru,IndusAge Partners Bill & Melinda Gates Foundation Qualcomm Venture ABB Technology Ventures Omnivore Blume Ventures Venture Highway and BEENEXT,Private Equity,14000000.00,nan
280,31/05/2018,Credright,Consumer Internet,Hyderabad,Accion Venture Lab YourNest Venture Capital And Other Angel Investors,Seed/ Angel Funding,1300000.00,nan
281,2/4/2018,Fitternity,Consumer Internet,Mumbai,Exfinity Venture Saha fund Partners Arihant Patni of Patni Family Office Anjali Bansal Shardul Amarchand Mangaldas Satish Khanna and Taparia family office.,Private Equity,2000000.00,nan
282,2/4/2018,Synctag,Technology,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,307600.00,nan
283,2/4/2018,Benepik,Technology,Gurgaon,Vishal Bali Yogesh Misra Thomas Assessments and others,Seed / Angel Funding,0.00,
284,2/4/2018,Finzy,Consumer Internet,Bengaluru,N/A,Seed / Angel Funding,1300000.00,nan
285,4/4/2018,Varthana,Finance,Bengaluru,ChrysCapital Existing investors Elevar Equity LGT Impact Omidyar Network and Kaizen Private Equity also participated in the round,Private Equity,55000000.00,nan
286,5/4/2018,IndigoLearn,Ed-Tech,Hyderabad,Maheshwar Peri founder and chairman of career information portal Careers360 and Jamshed Jeejeebhoy director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels,Seed / Angel Funding,150000.00,nan
287,5/4/2018,Vedantu,Ed-Tech,Bengaluru,Accel Partners Tiger Global And Others,Private Equity,10000000.00,nan
288,9/4/2018,Kaleidofin,Fiinance,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.00,nan
289,9/4/2018,Pipabella,Consumer Internet,Mumbai,Fireside Ventures,Seed / Angel Funding,1000000.00,nan
290,9/4/2018,Elemential,Technology,Mumbai,Matrix Partner Amrish Rau Investopad Digital Currency Group Hinduja Group Lightspeed India Eight Innovate Amit Ranjan Prashant Malik and others,Seed / Angel Funding,0.00,
291,9/4/2018,Kriger Campus,Ed-Tech,New Delhi,N/A,Seed / Angel Funding,46140.00,nan
292,10/4/2018,Loanzen,Fice,Bengaluru,Kae Capital Management,Seed / Angel Funding,0.00,
293,10/4/2018,TravelTriangle,Consumer Internet,Gurgaon,Fundamentum SAIF Partners Bessemer Venture Partners RB investments & Others,Private Equity,12000000.00,nan
294,12/4/2018,Letsmd,Healthcare,New Delhi,SRI Capital Waterbridge Ventures and ThinKuvate,Seed / Angel Funding,1000000.00,nan
295,12/4/2018,AyeFinance,Finance,Gurgaon,BlueOrchard Finance Ltd Hinduja Leyland Finance and IntelleGrow,Debt Funding,4600000.00,nan
296,13/04/2018,mintifi,Finance,Mumbai,Lok Capital,Seed / Angel Funding,2000000.00,nan
297,16/04/2018,icanstay,Consumer Internet,New Delhi,Mr. Manoj Prasad,Seed / Angel Funding,500000.00,nan
298,16/04/2018,Pregbuddy,Healthcare,Bengaluru,Rajan Adan Madhusudhan Kan Jayant Kadambi Puneet Gupta and Pradeep K Jaisingh,Seed / Angel Funding,0.00,
299,18/04/2018,Coverfox,Consumer Internet,Mumbai,International Finance Corporation Transamerica and others.,Private Equity,22000000.00,nan
300,19/04/2018,Lenskart,Consumer Internet,Faridabad,TR Capital,Private Equity,0.00,
301,19/04/2018,mamaearth,Healthcare,Gurgaon,Shilpa Shetty Kundra,Private Equity,0.00,
302,19/04/2018,Fyle Technologies,Technology,Bengaluru,Pravega Ventures and Beenext,Seed / Angel Funding,1100000.00,nan
303,19/04/2018,True Balance,Technology,Gurgaon,Line Ventures Corporation Line Corp Naver Shinhan Bank and TS Investment,Private Equity,23000000.00,nan
304,22/04/2018,Visit,Healthcare,New Delhi,Biz Stone Kunal Bahl Rohit Bansal Alagu Periyan and Karthee Madasamy,Private Equity,0.00,
305,22/04/2018,Doxper,Healthcare,Mumbai,Vidal Healthcare,Seed / Angel Funding,1900000.00,nan
306,22/04/2018,Nykaa,Consumer Internet,Mumbai,Sunil Munjal Harsh Mariwala Dalip Pathak and Others,Private Equity,11000000.00,nan
307,23/04/2018,Mihuru,Finance,Mumbai,N/A,Seed / Angel Funding,150000.00,nan
308,23/04/2018,Capital Float,Finance,Bengaluru,Amazon,Private Equity,22000000.00,nan
309,25/04/2018,Trip shelf,Consumer Internet,New Delhi,GEMS Advisory Alok Mittal and Sachin Bhatia,Seed / Angel Funding,246000.00,nan
310,26/04/2018,POPxo,Technology,New Delhi,Neoplux OPPO IDG Ventures India Kalaari Capital GREE Ventures and Summit Media,Private Equity,5500000.00,nan
311,26/04/2018,RailYatri,Consumer Internet,Noida,Omidyar Network dan Nilekani Blume Ventures Helion Venture Partners,Private Equity,0.00,
312,27/04/2018,1mg,Consumer Internet,Gurgaon,Sequoia Capital Maverick Capital Ltd and HBM Healthcare Investments Ltd,Private Equity,10000000.00,nan
313,29/04/2018,Rubique,Consumer Internet,Mumbai,Emery Capital Blacksoil and Kalaari Capital,Private Equity,0.00,
314,30/04/2018,Samco,Consumer Internet,Mumbai,Bay Capital Investments and Others,Private Equity,7500000.00,nan
315,30/04/2018,MyLoanCare,Finance,Gurgaon,SAR Group,Seed / Angel Funding,978000.00,nan
316,1/3/2018,PharmEasy,Consumer Internet,Mumbai,Bessemer Venture Partners and Orios Venture Partners JM Ficials and MEMG,Private Equity,0.00,
317,1/3/2018,Buddy4studdy,Consumer Internet,Noida,CBA Capital and others,Private Equity,3000000.00,nan
318,1/3/2018,Urban Ladder,Ecommerce,Bengaluru,Sequoia Capital SAIF Partners and Kalaari capital,Private Equity,12000000.00,nan
319,3/3/2018,Kuvera,Consumer Internet,Bengaluru,Baskar Subramanian Saket Kumar Gaurav Suri and Ankit Kesarwani,Seed / Angel Funding,250000.00,nan
320,4/3/2018,Gramophone,Technology,Indore,InfoEdge,Seed/Angel Funding,1000000.00,nan
321,5/3/2018,Wellthy,Healthcare,Mumbai,Ranjan Pai Apoorva Patni Beenext VenturesGrowX Ventures,Private Equity,2100000.00,nan
322,5/3/2018,MedGenome,Healthcare,Bengaluru,HDFC Life HDFC Asset Management,Private Equity,10000000.00,nan
323,5/3/2018,Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,6000000.00,nan
324,5/3/2018,Hotelogix,Technology,Noida,Vertex Ventures Accel Partners and Saama Capital,Private Equity,5000000.00,nan
325,4/3/2018,Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,1100000.00,nan
326,6/3/2018,Ad2pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000.00,nan
327,6/3/2018,Coverfox,Consumer Internet,Mumbai,Aegon NV,Private Equity,7600000.00,nan
328,8/3/2018,Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,38400000.00,nan
329,8/3/2018,Magicpin,Consumer Internet,Gurgaon,Trifecta Capital,Debt Funding,1000000.00,nan
330,12/3/2018,HealthCare,Consumer Internet,Mumbai,HR Fund,Seed / Angel Funding,1000000.00,nan
331,13/03/2018,PineLabs,Technology,Mumbai,Actis Altimeter Capital,Private Equity,82000000.00,nan
332,14/03/2018,Stumagz,Consumer Internet,Hyderabad,Venkat Subramanian Sudhakar Pennam and other tech investors from Silicon Valley,Seed / Angel Funding,0.00,
333,14/03/2018,AvailFinance,Consumer Internet,Bengaluru,Matrix Partners Bhavish Aggarwal Ankit Bhati Binny Bansal Kunal Shah and Manish Patel.,Private Equity,17200000.00,nan
334,15/03/2018,Grofers,Consumer Internet,Gurgaon,SoftBank Tiger Global and Apoletto Managers.,Private Equity,62000000.00,nan
335,19/03/2018,Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,1310000.00,nan
337,19/03/2018,Zappfresh,Food & Beverages,Gurgaon,Amit Burman SIDBI Venture Capital,Seed / Angel Funding,3000000.00,nan
338,19/03/2018,CustomerSucessBox,Technology,Gurgaon,Pi Ventures Axilor Ventures,Seed / Angel Funding,1000000.00,nan
340,21/03/2018,GigIndia,Consumer Internet,Pune,Jessica Wong Hiro Mashita Xue Manzi and Yiyun Zhang.,Seed / Angel Funding,0.00,
341,22/03/2018,Chargebee,Technology,Chennai,Insight Venture Partners Accel Partners and Tiger Global Management.,Private Equity,18000000.00,nan
342,22/03/2018,i2i Funding,Consumer Internet,Noida,SucSEED Venture Partners,Seed / Angel Funding,768000.00,nan
343,22/03/2018,Slang Labs,Technology,Bengaluru,Endiya Partners,Seed / Angel Funding,1240000.00,nan
344,22/03/2018,UrbanPiper,Technology,Bengaluru,Kumar Vembu Axilor Ventures,Seed / Angel Funding,0.00,
345,26/03/2018,Cash Suvidha,Consumer Internet,New Delhi,Initia HoldingsVipin Agarwal and others.,Seed / Angel Funding,1000000.00,nan
346,28/03/2018,Roadcast,Technology,New Delhi,N/A,Private Equity,250000.00,nan
347,28/03/2018,Smartcoin,Finance,Bengaluru,Accion Venture Lab Unicorn India Ventures and ISME ACE.,Seed / Angel Funding,2000000.00,nan
348,27/03/2018,The Print,Media,New Delhi,Ratan Tata,Seed / Angel Funding,535000.00,nan
349,27/03/2018,DriveU,Technology,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,3000000.00,nan
350,29/03/2018,Fynd,Consumer Internet,Mumbai,Google Kae Capital IIFL Singularity Ventures GrowX Tracxn Labs Venture Catalyst Patni family office and Axis Capital.,Seed / Angel Funding,0.00,
351,1/2/2018,BigBasket,Consumer Internet,Bengaluru,Alibaba Helion Venture Partners Bessemer Venture Partners Ascent Capital,Private Equity,300000000.00,nan
352,1/2/2018,Zomato,Food and Beverages,Gurgaon,Ant Financials,Private Equity,200000000.00,nan
353,5/2/2018,Pratilipi,Publishing,Bengaluru,Omidyar Network,Private Equity,4300000.00,nan
354,5/2/2018,Asia Institute Of Medical Science,Healthcare,Faridabad,CDC Group Plc,Private Equity,21000000.00,nan
355,5/2/2018,CollegeDekho,Consumer Internet,Gurgaon,Man Capital LLP Girnar Software Others,Private Equity,2000000.00,nan
356,6/2/2018,Foodmemories,Consumer Internet,Ahmadabad,Bhavesh Manglani Suraj Saharan Darshan Upadhyay Sanjay Notani & Others,Seed funding,0.00,
357,6/2/2018,Healthi,Healthcare,Bengaluru,Montane Ventures,Private Equity,3100000.00,nan
358,7/2/2018,Swiggy,Food and Beverages,Bengaluru,Naspers,Private Equity,100000000.00,nan
359,8/2/2018,Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,100000000.00,nan
360,8/2/2018,Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,50000000.00,nan
361,9/2/2018,healthifyme,Healthcare,Bengaluru,Sistema Asia Fund,Private Equity,12000000.00,nan
362,9/2/2018,MedTel,Healthcare,Bhubaneshwar,British and Indian Governments,Private Equity,0.00,
363,9/2/2018,Rupeek,Consumer Internet,Bengaluru,Accel Partners Sequoia Capital,Private Equity,6830000.00,nan
364,9/2/2018,WebEngage,Technology,Mumbai,Social Capital,Private Equity,0.00,
365,12/2/2018,Lendingkart,Finance,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000.00,nan
366,12/2/2018,Wydr,Consumer Internet,Gurgaon,Bessemer Venture Partners Stellaris Venture Partners Axis Capital Singapore Jungle Venture Partners,Private Equity,0.00,
367,12/2/2018,Cashify,Ecommerce,Gurgaon,Trifecta Capital,Debt Funding,935089.00,nan
368,13/02/2018,holachef,Food and Beverages,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,311200.00,nan
369,13/02/2018,Awaaz De,Technology,Ahmadabad,Tribe Impact Capital LLP,Seed / Angle Funding,0.00,
370,13/02/2018,IMAX Program,Ed-Tech,Bengaluru,Michael & Susan Dell Foundation LGT Impact Ventures,Private Equity,13500000.00,nan
371,14/02/2018,Littlemore,Ed-Tech,Chennai,Kalpavriksh,Private Equity,3000000.00,nan
372,14/02/2018,Toppr,Ed-Tech,Mumbai,Axis Capital Partners,Private Equity,100000.00,nan
373,14/02/2018,Shirsa Labs,Ed-Tech,Mumbai,Dewang Neralla Mahesh KothurkarAtul Agarwal,Private Equity,500000.00,nan
374,14/02/2018,MoneyOnMobile,Technology,Mumbai,S7 Group,Private Equity,5000000.00,nan
375,15/02/2018,PetSutra,Consumer Internet,Gurgaon,Michael Patrick Hickey,Seed / Angel Funding,148434.00,nan
376,15/02/2018,Infibeam,Ecommerce,Ahmadabad,Network 18,Private Equity,6230000.00,nan
377,16/02/2018,happay,Finance,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,250000.00,nan
378,16/02/2018,Fincash,Finance,Mumbai,Mohammed Khan Sameer Narayan & Others,Seed / Angel Funding,150000.00,nan
379,19/02/2018,AyeFinance,Finance,Gurgaon,Hinduja Leyland Finance IntelleGrow,Private Equity,3800000.00,nan
380,20/02/2018,Agricxlab,Agriculture,Mumbai,Ankur Capital,Seed / Angel Funding,500000.00,nan
381,21/02/2018,Udaan,Ecommerce,Bengaluru,Lightspeed & Yuri Milner,Private Equity,50000000.00,nan
382,21/02/2018,Capillary,IT,Bengaluru,Wargburg Pincus Sequoia,Private Equity,20000000.00,nan
383,21/02/2018,The Healthy Billions,Healthcare,Gurgaon,Blume Ventures HealthQuad and Fireside Ventures,Private Equity,2100000.00,nan
384,21/02/2018,HighRadius,Technology,Hyderabad,PNC Citi Ventures,Private Equity,0.00,
385,26/02/2018,Avishkaar Box,Ed-Tech,New Delhi,Auxano Deals,Private Equity,772500.00,nan
386,26/02/2018,Planys Technologies,Technology,Chennai,Kris Gopalakrishnan Pratithi Investment Trust MEMG Family Office S Gopal,Private Equity,1040000.00,nan
387,27/02/2018,Lollypop,Technology,Bengaluru,Dr Devi Shetty,Seed / Angel Funding,0.00,
388,27/02/2018,Trilyo,Technology,Mumbai,Startup BuddyAmit Manocha and others,Seed / Angel Funding,250000.00,nan
389,28/02/2018,Gaana,Technology,Gurgaon,Tencent Holdings Ltd Times Internet,Private Equity,115000000.00,nan
390,28/02/2018,Credy,IT,Bengaluru,Y Combinator Khosla Ventures Vy Capital and others,Seed / Angel Funding,1400000.00,nan
391,28/02/2018,Predible Health,Healthcare,Bengaluru,Unitus Seed Fund,Seed/Angel Funding,0.00,
392,2/1/2018,CleverTap,Technology,Mumbai,Recruit Holdings Sequoia Capital India Accel Partners,Angel / Seed Funding,0.00,
393,4/1/2018,EarlySalary,Finance,Pune,Eight Roads Ventures India,Private,15700000.00,nan
394,5/1/2018,WOTU,Ecommerce,Bengaluru,Claris Capital Mumbai Angels Network,Angel / Seed Funding,0.00,
395,8/1/2018,DAAKI,Ecommerce,Bengaluru,Rohan Agila,Angel / Seed Funding,0.00,
396,9/1/2018,Lendingkart,Finance,Ahmadabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000.00,nan
397,9/1/2018,Kinsane Entertainment Inc,Entertainment,Mumbai,N/A,Seed/Angel Funding,2500000.00,nan
398,10/1/2018,Tapzo,Technology,Bengaluru,RuNet & Other,Private Equity,1930000.00,nan
399,10/1/2018,Appario Retail Pvt Ltd.,Ecommerce,New Delhi,Amazon-Patni JV,Private Equity,18840000.00,nan
400,10/1/2018,Samunnati,Finance,Chennai,responsAbility Elevar Equity and Accel Partners,Private Equity,23500000.00,nan
401,10/1/2018,Sahajanand Medical Technologies,Technology,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000.00,nan
402,12/1/2018,Kuants,Technology,Gurgaon,Pankaj Chopra Ankush Gupta,Angel / Seed Funding,80000.00,nan
403,12/1/2018,Razorpay,Technology,Bengaluru,Tiger Global Y Combinator,Private Equity,20000000.00,nan
404,15/01/2018,Streak,Technology,Bengaluru,Indian fintech fund Rainmatter,Angel / Seed Funding,354600.00,nan
405,15/01/2018,pi Ventures,Finance,Bengaluru,Sunil Kant Munjal Hero Electronixs corporate financing arm Electronic Development Fund,Private Equity,25000000.00,nan
406,15/01/2018,Newgen Software,Technology,New Delhi,Goldman Sachs hedge fund & Others,Private Equity,20000000.00,nan
407,17/01/2018,Rubix,Technology,Pune,Polaris Fund,Private Equity,1000000.00,nan
408,18/01/2018,ShareChat,Technology,Bengaluru,Xiaomi Singapore Shunwei Capital,Private Equity,18200000.00,nan
409,22/01/2018,Paperflite,Technology,Chennai,The Chennai Angels,Angel / Seed Funding,400000.00,nan
410,22/01/2018,HungerBox,Consumer Internet,Bengaluru,Lionrock Capital,Private Equity,2500000.00,nan
411,22/01/2018,Skillate,Technology,Bengaluru,Incubate Fund India Anuj Agrawal,Private Equity,0.00,
412,22/01/2018,OptaCredit,Finance,Chennai,DMI Finance,Private Equity,4000000.00,nan
413,22/01/2018,AEON Learning,Technology,Bengaluru,Dr. Ranjan Pai,Private Equity,3200000.00,nan
414,23/01/2018,Milkbasket,Ecommerce,Gurgaon,Unilever Ventures,Private Equity,3000000.00,nan
415,24/01/2018,NeoGrowth Credit,Finance,Mumbai,LeapFrog Investments Aspada Investment Quona Capital,Private Equity,47000000.00,nan
416,24/01/2018,Rao IIT Academy,Education,Mumbai,Avendus Finance,Structured Debt,8600000.00,nan
417,24/01/2018,Aye Finance,Finance,Gurgaon,IFMR Capital,Term Loan,6240000.00,nan
418,25/01/2018,Glassic,Ecommerce,Bengaluru,Chennai Angels Lead Angels LetsVenture,Angel / Seed Funding,0.00,
419,25/01/2018,GreyAtom,Technology,Mumbai,Pravega Ventures,Private Equity,1000000.00,nan
420,26/01/2018,Axio,Healthcare,Bengaluru,RNT Capital,Private Equity,7400000.00,nan
421,29/01/2018,eKincare,Healthcare,Hyderabad,Ventureast Endiya Partners Eight Roads Ventures Touchstone Equities BVR Mohan Reddy,Private Equity,1500000.00,nan
422,29/01/2018,The Wedding Brigade,Consumer internet,Mumbai,Blume Ventures,Private Equity,1000000.00,nan
423,30/01/2018,PeeSafe,Healthcare,Gurgaon,Shivani Singh Rahul Maroli Mitesh Shah Venture Catalysts Alfa Capital Green Shots Capital Real Time Ventures.,Private Equity,1000000.00,nan
